ProcessorLoad,MemoryUsage,OutBandwidth,Latency,CLPVariation
0.039,0.522,0.486,0.071,0.741
0.758,0.117,0.47,0.435,0.578
0.255,0.011,0.47,0.088,0.749
0.321,0.85,0.181,0.845,-0.297
0.137,0.105,0.508,0.339,0.753
0.235,0.747,0.812,0.5,0.403
0.742,0.074,0.671,0.864,0.74
0.332,0.76,0.035,0.731,0.748
0.054,0.997,0.176,0.062,-0.297
0.666,0.26,0.08,0.354,0.765
0.681,0.273,0.09,0.712,0.765
0.55,0.94,0.991,0.786,-0.762
0.794,0.37,0.532,0.609,-0.105
0.308,0.37,0.21,0.657,0.765
0.794,0.712,0.121,0.328,-0.236
0.4,0.469,0.118,0.893,0.765
0.955,0.46,0.856,0.726,-0.762
0.407,0.077,0.152,0.37,0.765
0.616,0.664,0.71,0.202,0.207
0.706,0.134,0.888,0.395,0.722
0.699,0.879,0.687,0.454,-0.765
0.335,0.528,0.748,0.879,0.762
0.09,0.737,0.761,0.737,0.741
0.646,0.523,0.765,0.65,0.47
0.47,0.59,0.801,0.369,0.568
0.871,0.388,0.398,0.253,-0.691
0.179,0.996,0.4,0.13,-0.699
0.364,0.278,0.87,0.635,0.748
0.891,0.607,0.484,0.944,-0.762
0.765,0.324,0.351,0.118,0.752
0.072,0.576,0.904,0.925,0.762
0.002,0.037,0.304,0.362,0.751
0.178,0.362,0.12,0.565,0.765
0.595,0.531,0.29,0.063,0.749
0.217,0.2,0.034,0.541,0.765
0.764,0.865,0.678,0.234,-0.765
0.931,0.683,0.66,0.925,-0.762
0.047,0.779,0.485,0.64,0.285
0.246,0.201,0.423,0.907,0.764
0.553,0.679,0.17,0.232,0.762
0.319,0.861,0.756,0.933,-0.762
0.061,0.855,0.52,0.173,-0.759
0.929,0.431,0.83,0.563,-0.765
0.688,0.479,0.495,0.355,0.42
0.513,0.122,0.281,0.368,0.751
0.703,0.341,0.4,0.1,0.761
0.02,0.623,0.924,0.021,0.765
0.01,0.357,0.557,0.178,0.765
0.368,0.248,0.211,0.46,0.765
0.538,0.848,0.691,0.81,-0.762
0.704,0.459,0.411,0.274,0.746
0.848,0.281,0.399,0.182,-0.695
0.883,0.377,0.863,0.932,-0.762
0.421,0.051,0.986,0.77,0.762
0.892,0.552,0.278,0.643,-0.45
0.595,0.703,0.148,0.873,0.657
0.525,0.651,0.108,0.924,0.756
0.486,0.932,0.922,0.736,-0.762
0.963,0.28,0.342,0.4,-0.543
0.509,0.232,0.127,0.885,0.765
0.531,0.163,0.6,0.939,0.761
0.085,0.547,0.799,0.51,0.765
0.831,0.743,0.976,0.522,-0.765
0.67,0.817,0.503,0.416,-0.753
0.678,0.048,0.218,0.56,0.765
0.18,0.169,0.86,0.895,0.762
0.011,0.27,0.688,0.541,0.765
0.593,0.412,0.711,0.419,0.765
0.816,0.823,0.866,0.137,-0.765
0.505,0.702,0.275,0.365,0.753
0.345,0.901,0.635,0.873,-0.761
0.27,0.138,0.403,0.81,0.763
0.201,0.468,0.547,0.567,0.765
0.835,0.69,0.961,0.647,-0.741
0.926,0.535,0.025,0.215,-0.297
0.059,0.044,0.386,0.965,0.761
0.914,0.81,0.479,0.193,-0.744
0.601,0.767,0.129,0.999,-0.011
0.2,0.212,0.854,0.951,0.762
0.424,0.067,0.281,0.819,0.751
0.587,0.098,0.95,0.498,0.765
0.743,0.581,0.282,0.251,0.069
0.09,0.919,0.43,0.141,-0.763
0.956,0.939,0.478,0.263,-0.745
0.757,0.993,0.736,0.817,-0.762
0.197,0.444,0.846,0.668,0.748
0.256,0.523,0.454,0.285,0.759
0.813,0.762,0.341,0.334,-0.548
0.426,0.407,0.995,0.446,0.765
0.564,0.225,0.512,0.376,0.757
0.942,0.31,0.737,0.647,-0.741
0.618,0.908,0.251,0.791,-0.409
0.178,0.326,0.493,0.998,0.762
0.589,0.083,0.06,0.258,0.765
0.378,0.982,0.886,0.572,-0.765
0.629,0.647,0.532,0.153,0.296
0.146,0.958,0.737,0.185,-0.765
0.846,0.931,0.411,0.435,-0.734
0.461,0.617,0.468,0.949,0.748
0.293,0.739,0.256,0.855,0.74
0.577,0.081,0.54,0.963,0.762
0.528,0.485,0.062,0.969,0.743
0.414,0.382,0.187,0.389,0.765
0.92,0.3,0.367,0.396,-0.594
0.35,0.474,0.93,0.457,0.765
0.066,0.361,0.413,0.354,0.764
0.561,0.295,0.161,0.684,0.765
0.46,0.342,0.25,0.185,0.764
0.457,0.182,0.484,0.326,0.742
0.291,0.688,0.949,0.844,0.762
0.949,0.5,0.98,0.778,-0.762
0.514,0.009,0.607,0.099,0.765
0.067,0.328,0.22,0.05,0.765
0.165,0.461,0.469,0.946,0.762
0.801,0.569,0.996,0.163,-0.765
0.245,0.156,0.211,0.358,0.765
0.625,0.64,0.287,0.825,0.749
0.115,0.409,0.765,0.19,0.765
0.222,0.13,0.008,0.411,0.765
0.884,0.195,0.745,0.804,-0.762
0.138,0.415,0.092,0.349,0.765
0.667,0.587,0.129,0.473,0.764
0.194,0.044,0.351,0.58,0.754
0.391,0.032,0.906,0.138,0.765
0.885,0.226,0.624,0.857,-0.761
0.524,0.413,0.197,0.212,0.765
0.927,0.811,0.853,0.295,-0.765
0.66,0.851,0.143,0.237,-0.297
0.122,0.739,0.472,0.013,0.552
0.426,0.081,0.968,0.397,0.765
0.203,0.24,0.592,0.313,0.765
0.669,0.872,0.365,0.977,-0.596
0.112,0.14,0.876,0.682,0.753
0.911,0.722,0.302,0.822,-0.486
0.8,0.763,0.916,0.304,-0.765
0.354,0.284,0.634,0.034,0.765
0.144,0.941,0.276,0.101,-0.447
0.097,0.936,0.17,0.591,-0.297
0.049,0.674,0.669,0.539,0.765
0.177,0.522,0.814,0.671,0.749
0.734,0.816,0.396,0.232,-0.684
0.353,0.511,0.733,0.289,0.765
0.587,0.692,0.207,0.375,0.759
0.693,0.977,0.226,0.92,-0.368
0.52,0.802,0.948,0.488,-0.765
0.192,0.7,0.555,0.142,0.765
0.002,0.633,0.376,0.557,0.757
0.173,0.302,0.513,0.852,0.762
0.376,0.883,0.006,0.281,-0.297
0.994,0.527,0.477,0.569,-0.743
0.626,0.369,0.741,0.818,0.762
0.723,0.344,0.064,0.755,0.752
0.363,0.046,0.547,0.646,0.742
0.761,0.438,0.948,0.001,0.357
0.854,0.06,0.062,0.068,-0.297
0.773,0.804,0.686,0.939,-0.762
0.158,0.845,0.234,0.495,-0.384
0.324,0.287,0.68,0.232,0.765
0.967,0.558,0.441,0.728,-0.762
0.381,0.638,0.471,0.471,0.746
0.904,0.271,0.62,0.542,-0.765
0.879,0.779,0.169,0.851,-0.297
0.616,0.048,0.488,0.764,0.762
0.646,0.116,0.037,0.132,0.765
0.936,0.451,0.643,0.301,-0.765
0.505,0.584,0.827,0.302,0.436
0.195,0.219,0.896,0.323,0.765
0.334,0.316,0.187,0.068,0.765
0.785,0.853,0.21,0.234,-0.329
0.621,0.146,0.881,0.195,0.765
0.95,0.078,0.873,0.799,-0.762
0.134,0.131,0.069,0.726,0.765
0.232,0.401,0.881,0.203,0.765
0.502,0.722,0.16,0.607,0.76
0.875,0.193,0.308,0.855,-0.495
0.066,0.08,0.702,0.151,0.765
0.738,0.73,0.841,0.593,0.039
0.938,0.545,0.645,0.344,-0.765
0.6,0.519,0.284,0.179,0.745
0.04,0.673,0.887,0.356,0.765
0.994,0.346,0.297,0.058,-0.478
0.401,0.71,0.65,0.381,0.607
0.027,0.167,0.765,0.983,0.762
0.561,0.153,0.306,0.917,0.752
0.492,0.88,0.587,0.278,-0.765
0.489,0.314,0.517,0.158,0.758
0.876,0.588,0.089,0.607,-0.297
0.899,0.496,0.159,0.474,-0.297
0.849,0.202,0.033,0.545,-0.297
0.364,0.482,0.042,0.214,0.765
0.267,0.342,0.695,0.166,0.765
0.057,0.032,0.762,0.022,0.765
0.859,0.324,0.142,0.486,-0.297
0.669,0.164,0.626,0.341,0.765
0.407,0.247,0.475,0.589,0.741
0.025,0.122,0.007,0.237,0.765
0.521,0.811,0.057,0.788,-0.297
0.293,0.688,0.805,0.889,0.762
0.814,0.288,0.803,0.006,-0.765
0.755,0.486,0.853,0.239,0.21
0.257,0.575,0.971,0.788,0.762
0.303,0.146,0.744,0.914,0.762
0.559,0.62,0.583,0.324,0.222
0.256,0.366,0.878,0.494,0.765
0.276,0.99,0.11,0.82,-0.297
0.86,0.659,0.644,0.458,-0.765
0.844,0.84,0.87,0.741,-0.762
0.7,0.559,0.826,0.901,0.729
0.266,0.293,0.281,0.546,0.757
0.826,0.455,0.986,0.342,-0.765
0.34,0.71,0.916,0.093,0.678
0.359,0.583,0.591,0.784,0.761
0.767,0.266,0.842,0.684,0.73
0.753,0.075,0.492,0.644,0.441
0.556,0.436,0.135,0.16,0.761
0.639,0.926,0.402,0.34,-0.705
0.407,0.763,0.066,0.149,0.742
0.17,0.347,0.398,0.927,0.763
0.367,0.862,0.632,0.485,-0.765
0.017,0.195,0.244,0.121,0.765
0.36,0.386,0.972,0.227,0.765
0.735,0.931,0.521,0.4,-0.762
0.833,0.942,0.738,0.464,-0.765
0.147,0.406,0.0,0.144,0.765
0.275,0.913,0.859,0.381,-0.765
0.95,0.405,0.578,0.41,-0.765
0.683,0.976,0.117,0.355,-0.297
0.582,0.548,0.981,0.687,0.755
0.624,0.72,0.152,0.178,0.388
0.371,0.981,0.307,0.308,-0.493
0.844,0.095,0.915,0.602,-0.765
0.539,0.972,0.142,0.329,-0.297
0.228,0.798,0.722,0.796,-0.762
0.373,0.896,0.168,0.172,-0.297
0.248,0.861,0.564,0.117,-0.765
0.958,0.683,0.875,0.175,-0.765
0.107,0.238,0.826,0.916,0.762
0.116,0.296,0.385,0.62,0.76
0.396,0.064,0.653,0.486,0.765
0.073,0.535,0.396,0.261,0.762
0.61,0.342,0.904,0.596,0.765
0.84,0.301,0.955,0.954,-0.762
0.312,0.307,0.519,0.142,0.759
0.797,0.13,0.395,0.843,-0.681
0.645,0.522,0.756,0.742,0.754
0.253,0.699,0.854,0.341,0.765
0.739,0.332,0.646,0.968,0.743
0.308,0.556,0.893,0.621,0.756
0.667,0.571,0.026,0.231,0.764
0.921,0.113,0.085,0.305,-0.297
0.545,0.382,0.608,0.892,0.761
0.271,0.576,0.929,0.133,0.765
0.144,0.828,0.617,0.009,-0.765
0.112,0.368,0.289,0.516,0.752
0.196,0.992,0.287,0.154,-0.463
0.308,0.895,0.27,0.159,-0.438
0.342,0.629,0.448,0.451,0.761
0.242,0.282,0.67,0.305,0.765
0.756,0.706,0.723,0.89,0.168
0.485,0.153,0.968,0.969,0.762
0.374,0.984,0.903,0.91,-0.762
0.134,0.394,0.22,0.841,0.765
0.254,0.343,0.918,0.376,0.765
0.105,0.481,0.652,0.116,0.765
0.253,0.098,0.571,0.434,0.765
0.85,0.384,0.79,0.385,-0.765
0.446,0.885,0.573,0.908,-0.762
0.291,0.206,0.687,0.196,0.765
0.789,0.694,0.855,0.569,-0.548
0.581,0.612,0.083,0.909,0.758
0.979,0.408,0.92,0.233,-0.765
0.002,0.276,0.912,0.665,0.746
0.434,0.828,0.902,0.456,-0.765
0.973,0.096,0.287,0.104,-0.463
0.163,0.349,0.548,0.816,0.762
0.699,0.854,0.907,0.986,-0.762
0.695,0.356,0.404,0.805,0.76
0.305,0.66,0.576,0.209,0.765
0.757,0.874,0.645,0.13,-0.765
0.458,0.914,0.937,0.857,-0.762
0.257,0.661,0.487,0.429,0.743
0.278,0.711,0.149,0.436,0.759
0.88,0.824,0.296,0.351,-0.477
0.659,0.193,0.486,0.316,0.741
0.48,0.288,0.288,0.772,0.749
0.793,0.699,0.236,0.934,-0.336
0.628,0.756,0.12,0.874,0.084
0.002,0.314,0.578,0.973,0.762
0.427,0.234,0.622,0.586,0.765
0.938,0.01,0.621,0.047,-0.765
0.678,0.909,0.687,0.847,-0.762
0.803,0.162,0.305,0.816,-0.49
0.809,0.382,0.661,0.456,-0.765
0.674,0.976,0.963,0.561,-0.765
0.781,0.204,0.668,0.234,-0.009
0.471,0.604,0.157,0.429,0.748
0.448,0.17,0.537,0.304,0.765
0.52,0.426,0.969,0.14,0.758
0.86,0.268,0.023,0.297,-0.297
0.135,0.813,0.259,0.671,-0.422
0.396,0.996,0.674,0.932,-0.762
0.988,0.888,0.33,0.635,-0.509
0.914,0.236,0.956,0.869,-0.762
0.504,0.773,0.245,0.981,0.534
0.93,0.534,0.195,0.89,-0.297
0.025,0.715,0.428,0.692,0.756
0.213,0.134,0.869,0.282,0.765
0.625,0.737,0.862,0.767,0.254
0.205,0.789,0.973,0.563,-0.293
0.033,0.5,0.625,0.576,0.765
0.854,0.615,0.438,0.758,-0.763
0.582,0.604,0.803,0.81,0.756
0.469,0.941,0.077,0.964,-0.297
0.176,0.891,0.599,0.612,-0.76
0.587,0.881,0.144,0.965,-0.297
0.527,0.972,0.329,0.543,-0.473
0.088,0.839,0.555,0.541,-0.765
0.676,0.705,0.834,0.666,0.501
0.528,0.876,0.586,0.041,-0.765
0.187,0.83,0.32,0.885,-0.513
0.462,0.219,0.582,0.558,0.765
0.533,0.893,0.781,0.309,-0.765
0.311,0.062,0.656,0.894,0.762
0.573,0.816,0.871,0.96,-0.762
0.182,0.435,0.084,0.347,0.765
0.97,0.349,0.332,0.694,-0.526
0.247,0.185,0.6,0.514,0.765
0.748,0.297,0.767,0.554,0.41
0.806,0.724,0.94,0.286,-0.765
0.573,0.476,0.063,0.904,0.747
0.029,0.017,0.677,0.372,0.765
0.975,0.031,0.491,0.317,-0.742
0.117,0.136,0.005,0.554,0.765
0.129,0.885,0.696,0.642,-0.744
0.331,0.901,0.917,0.604,-0.764
0.997,0.488,0.279,0.446,-0.451
0.554,0.98,0.127,0.004,-0.297
0.152,0.945,0.166,0.753,-0.297
0.962,0.879,0.179,0.624,-0.297
0.668,0.125,0.18,0.834,0.765
0.468,0.422,0.773,0.848,0.762
0.7,0.154,0.641,0.499,0.765
0.25,0.481,0.299,0.225,0.751
0.307,0.108,0.042,0.578,0.765
0.436,0.042,0.551,0.327,0.765
0.645,0.59,0.069,0.065,0.762
0.749,0.992,0.182,0.923,-0.297
0.908,0.365,0.43,0.833,-0.763
0.163,0.525,0.786,0.514,0.765
0.132,0.475,0.918,0.187,0.765
0.579,0.789,0.907,0.88,-0.701
0.884,0.911,0.244,0.926,-0.4
0.855,0.328,0.394,0.214,-0.678
0.429,0.256,0.385,0.613,0.76
0.43,0.043,0.628,0.404,0.765
0.124,0.348,0.583,0.441,0.765
0.067,0.144,0.111,0.403,0.765
0.412,0.756,0.337,0.515,0.739
0.287,0.453,0.403,0.825,0.763
0.219,0.566,0.664,0.044,0.765
0.345,0.188,0.871,0.592,0.765
0.109,0.195,0.877,0.794,0.762
0.061,0.462,0.233,0.858,0.765
0.234,0.692,0.1,0.277,0.765
0.91,0.274,0.288,0.577,-0.446
0.432,0.062,0.235,0.149,0.765
0.173,0.704,0.988,0.216,0.736
0.334,0.628,0.705,0.651,0.741
0.887,0.896,0.191,0.01,-0.297
0.309,0.338,0.034,0.912,0.765
0.241,0.124,0.729,0.254,0.765
0.925,0.563,0.483,0.598,-0.745
0.448,0.667,0.606,0.217,0.488
0.701,0.695,0.7,0.787,0.717
0.437,0.025,0.141,0.319,0.765
0.346,0.498,0.377,0.441,0.759
0.838,0.081,0.806,0.377,-0.765
0.498,0.664,0.32,0.439,0.75
0.746,0.226,0.758,0.661,0.523
0.389,0.392,0.101,0.281,0.765
0.621,0.122,0.337,0.866,0.756
0.076,0.116,0.68,0.741,0.762
0.128,0.412,0.907,0.18,0.765
0.797,0.245,0.87,0.093,-0.703
0.786,0.806,0.578,0.072,-0.765
0.615,0.606,0.509,0.226,0.364
0.738,0.327,0.978,0.644,0.507
0.865,0.02,0.214,0.289,-0.34
0.523,0.121,0.123,0.146,0.765
0.924,0.092,0.872,0.197,-0.765
0.905,0.589,0.105,0.062,-0.297
0.474,0.644,0.323,0.758,0.74
0.837,0.712,0.91,0.637,-0.747
0.636,0.941,0.412,0.85,-0.746
0.588,0.629,0.878,0.979,0.76
0.439,0.139,0.19,0.868,0.765
0.423,0.277,0.305,0.766,0.751
0.523,0.151,0.019,0.098,0.765
0.926,0.823,0.342,0.659,-0.534
0.757,0.253,0.676,0.12,0.301
0.895,0.127,0.44,0.277,-0.763
0.089,0.401,0.06,0.904,0.765
0.696,0.687,0.054,0.781,0.758
0.992,0.519,0.575,0.824,-0.762
0.667,0.344,0.839,0.614,0.759
0.269,0.414,0.988,0.438,0.765
0.61,0.385,0.352,0.494,0.755
0.884,0.508,0.474,0.558,-0.741
0.712,0.791,0.88,0.339,-0.559
0.674,0.132,0.832,0.894,0.762
0.143,0.311,0.066,0.526,0.765
0.643,0.044,0.487,0.583,0.75
0.522,0.196,0.941,0.878,0.762
0.063,0.051,0.644,0.335,0.765
0.899,0.369,0.177,0.219,-0.297
0.864,0.211,0.726,0.767,-0.762
0.566,0.838,0.889,0.801,-0.762
0.867,0.135,0.077,0.652,-0.297
0.059,0.522,0.645,0.177,0.765
0.379,0.53,0.562,0.396,0.765
0.129,0.57,0.977,0.133,0.765
0.947,0.043,0.525,0.344,-0.762
0.237,0.578,0.176,0.576,0.765
0.518,0.548,0.043,0.462,0.745
0.025,0.281,0.979,0.787,0.762
0.798,0.786,0.823,0.661,-0.745
0.926,0.17,0.231,0.94,-0.378
0.35,0.932,0.278,0.328,-0.45
0.441,0.794,0.342,0.167,-0.198
0.661,0.117,0.641,0.056,0.765
0.499,0.49,0.466,0.525,0.542
0.695,0.26,0.328,0.624,0.753
0.978,0.634,0.948,0.94,-0.762
0.672,0.541,0.315,0.36,0.753
0.146,0.829,0.484,0.945,-0.762
0.412,0.246,0.138,0.826,0.765
0.536,0.362,0.777,0.973,0.762
0.974,0.6,0.229,0.549,-0.374
0.581,0.478,0.161,0.378,0.746
0.282,0.364,0.331,0.311,0.755
0.68,0.171,0.767,0.784,0.762
0.862,0.891,0.49,0.67,-0.748
0.795,0.638,0.553,0.286,-0.765
0.481,0.406,0.722,0.977,0.762
0.778,0.173,0.693,0.222,0.098
0.735,0.248,0.303,0.391,0.743
0.542,0.45,0.074,0.113,0.756
0.274,0.71,0.79,0.074,0.693
0.018,0.36,0.508,0.237,0.753
0.1,0.215,0.051,0.706,0.765
0.272,0.711,0.018,0.042,0.759
0.569,0.697,0.774,0.552,0.214
0.503,0.073,0.354,0.663,0.757
0.769,0.296,0.818,0.446,0.219
0.512,0.083,0.265,0.338,0.757
0.074,0.686,0.163,0.862,0.765
0.691,0.606,0.949,0.171,0.212
0.627,0.482,0.213,0.897,0.739
0.68,0.838,0.313,0.678,-0.498
0.819,0.417,0.811,0.754,-0.762
0.892,0.361,0.389,0.819,-0.661
0.434,0.217,0.164,0.133,0.765
0.917,0.355,0.278,0.737,-0.45
0.108,0.171,0.98,0.402,0.765
0.858,0.715,0.957,0.691,-0.757
0.092,0.643,0.387,0.447,0.761
0.745,0.419,0.209,0.849,0.743
0.111,0.079,0.755,0.963,0.762
0.601,0.315,0.204,0.557,0.765
0.124,0.463,0.958,0.33,0.765
0.289,0.527,0.247,0.387,0.765
0.286,0.892,0.003,0.521,-0.297
0.664,0.796,0.102,0.581,-0.297
0.448,0.497,0.65,0.332,0.658
0.38,0.422,0.069,0.322,0.765
0.342,0.725,0.254,0.935,0.751
0.818,0.912,0.15,0.318,-0.297
0.745,0.329,0.575,0.248,0.468
0.912,0.15,0.852,0.287,-0.765
0.357,0.93,0.982,0.931,-0.762
0.975,0.558,0.54,0.923,-0.762
0.739,0.871,0.363,0.271,-0.592
0.374,0.69,0.565,0.384,0.667
0.921,0.771,0.375,0.586,-0.575
0.918,0.295,0.292,0.876,-0.471
0.931,0.893,0.145,0.587,-0.297
0.395,0.373,0.05,0.83,0.765
0.013,0.146,0.029,0.246,0.765
0.897,0.088,0.501,0.34,-0.749
0.892,0.226,0.138,0.975,-0.297
0.162,0.324,0.533,0.909,0.762
0.018,0.103,0.315,0.568,0.749
0.046,0.74,0.271,0.356,0.739
0.645,0.72,0.085,0.225,0.388
0.14,0.545,0.92,0.827,0.762
0.887,0.703,0.29,0.299,-0.468
0.664,0.034,0.633,0.424,0.765
0.043,0.165,0.79,0.967,0.762
0.519,0.877,0.876,0.52,-0.765
0.975,0.404,0.193,0.407,-0.297
0.539,0.789,0.304,0.287,-0.326
0.169,0.163,0.041,0.842,0.765
0.331,0.391,0.016,0.411,0.765
0.152,0.628,0.461,0.815,0.762
0.764,0.301,0.111,0.535,0.754
0.588,0.706,0.347,0.216,0.604
0.455,0.029,0.676,0.087,0.765
0.429,0.897,0.458,0.139,-0.756
0.545,0.076,0.934,0.461,0.765
0.063,0.277,0.629,0.923,0.761
0.978,0.6,0.208,0.378,-0.323
0.656,0.198,0.368,0.095,0.759
0.084,0.628,0.425,0.082,0.764
0.676,0.37,0.442,0.26,0.762
0.693,0.471,0.452,0.875,0.747
0.759,0.627,0.747,0.262,-0.239
0.975,0.942,0.679,0.134,-0.765
0.154,0.967,0.348,0.937,-0.561
0.419,0.1,0.689,0.217,0.765
0.91,0.412,0.808,0.622,-0.755
0.918,0.067,0.786,0.286,-0.765
0.435,0.094,0.02,0.253,0.765
0.832,0.831,0.609,0.511,-0.765
0.537,0.801,0.444,0.287,-0.762
0.853,0.875,0.803,0.063,-0.765
0.922,0.334,0.89,0.241,-0.765
0.196,0.767,0.16,0.772,0.761
0.104,0.039,0.327,0.298,0.754
0.795,0.701,0.578,0.607,-0.709
0.875,0.146,0.232,0.584,-0.38
0.123,0.216,0.132,0.191,0.765
0.189,0.571,0.832,0.753,0.762
0.533,0.65,0.332,0.549,0.75
0.412,0.771,0.036,0.459,0.75
0.129,0.375,0.978,0.296,0.765
0.767,0.174,0.785,0.768,0.761
0.842,0.994,0.853,0.404,-0.765
0.563,0.871,0.266,0.77,-0.432
0.252,0.148,0.246,0.893,0.765
0.107,0.86,0.49,0.002,-0.742
0.508,0.521,0.554,0.432,0.425
0.891,0.118,0.03,0.981,-0.297
0.208,0.916,0.486,0.128,-0.741
0.293,0.096,0.908,0.776,0.762
0.996,0.498,0.76,0.628,-0.752
0.506,0.99,0.41,0.932,-0.738
0.32,0.939,0.016,0.071,-0.297
0.915,0.467,0.313,0.174,-0.502
0.287,0.128,0.464,0.93,0.762
0.088,0.003,0.316,0.577,0.749
0.275,0.861,0.623,0.343,-0.765
0.121,0.121,0.029,0.216,0.765
0.621,0.825,0.908,0.718,-0.761
0.627,0.548,0.529,0.059,0.307
0.937,0.402,0.414,0.628,-0.74
0.387,0.233,0.341,0.392,0.756
0.706,0.45,0.438,0.054,0.744
0.592,0.643,0.215,0.676,0.762
0.229,0.501,0.484,0.496,0.745
0.103,0.735,0.679,0.337,0.505
0.46,0.297,0.488,0.029,0.74
0.133,0.827,0.504,0.154,-0.751
0.928,0.149,0.414,0.124,-0.755
0.141,0.618,0.421,0.552,0.764
0.17,0.443,0.479,0.675,0.751
0.337,0.343,0.073,0.309,0.765
0.801,0.7,0.463,0.153,-0.753
0.15,0.695,0.221,0.483,0.765
0.328,0.04,0.316,0.384,0.753
0.14,0.521,0.92,0.05,0.765
0.833,0.157,0.722,0.208,-0.765
0.974,0.471,0.146,0.679,-0.297
0.575,0.454,0.374,0.115,0.754
0.432,0.906,0.725,0.276,-0.765
0.683,0.487,0.21,0.811,0.75
0.921,0.357,0.827,0.349,-0.765
0.959,0.536,0.813,0.523,-0.765
0.722,0.221,0.317,0.247,0.752
0.231,0.83,0.487,0.546,-0.755
0.587,0.068,0.788,0.664,0.746
0.462,0.999,0.252,0.049,-0.411
0.433,0.868,0.246,0.844,-0.402
0.101,0.714,0.064,0.744,0.757
0.836,0.442,0.372,0.264,-0.613
0.062,0.517,0.348,0.707,0.756
0.599,0.886,0.785,0.734,-0.762
0.84,0.518,0.633,0.25,-0.765
0.701,0.047,0.578,0.765,0.762
0.153,0.459,0.183,0.313,0.765
0.712,0.936,0.879,0.714,-0.761
0.132,0.031,0.595,0.819,0.761
0.799,0.096,0.636,0.6,-0.765
0.811,0.309,0.37,0.649,-0.589
0.719,0.424,0.863,0.339,0.485
0.55,0.345,0.525,0.271,0.762
0.377,0.269,0.936,0.872,0.762
0.151,0.774,0.83,0.864,0.76
0.627,0.181,0.734,0.826,0.762
0.016,0.417,0.807,0.721,0.761
0.796,0.632,0.835,0.793,-0.762
0.968,0.445,0.638,0.149,-0.765
0.833,0.942,0.835,0.567,-0.765
0.929,0.181,0.224,0.64,-0.364
0.818,0.703,0.359,0.444,-0.565
0.561,0.399,0.048,0.346,0.765
0.226,0.723,0.738,0.094,0.597
0.162,0.227,0.258,0.555,0.76
0.749,0.242,0.519,0.785,0.745
0.584,0.571,0.666,0.192,0.256
0.544,0.471,0.241,0.379,0.748
0.691,0.78,0.951,0.812,-0.327
0.75,0.091,0.071,0.132,0.746
0.53,0.922,0.815,0.201,-0.765
0.007,0.382,0.393,0.553,0.759
0.355,0.871,0.737,0.902,-0.762
0.217,0.611,0.182,0.304,0.765
0.152,0.55,0.845,0.834,0.762
0.834,0.048,0.457,0.319,-0.757
0.742,0.956,0.588,0.562,-0.765
0.166,0.903,0.393,0.965,-0.674
0.6,0.068,0.064,0.385,0.765
0.363,0.879,0.174,0.498,-0.297
0.597,0.769,0.293,0.92,-0.227
0.346,0.315,0.334,0.206,0.755
0.733,0.203,0.982,0.757,0.744
0.161,0.186,0.95,0.839,0.762
0.167,0.123,0.699,0.66,0.744
0.157,0.344,0.867,0.19,0.765
0.484,0.437,0.152,0.092,0.76
0.812,0.238,0.678,0.755,-0.762
0.911,0.22,0.736,0.038,-0.765
0.145,0.21,0.378,0.14,0.76
0.873,0.154,0.049,0.519,-0.297
0.883,0.186,0.784,0.898,-0.762
0.82,0.457,0.834,0.131,-0.765
0.24,0.877,0.909,0.637,-0.747
0.429,0.946,0.286,0.132,-0.462
0.939,0.795,0.849,0.326,-0.765
0.802,0.441,0.681,0.88,-0.762
0.055,0.618,0.83,0.797,0.762
0.64,0.801,0.625,0.574,-0.765
0.002,0.975,0.181,0.264,-0.297
0.69,0.16,0.432,0.105,0.763
0.252,0.123,0.125,0.177,0.765
0.746,0.873,0.399,0.375,-0.692
0.006,0.632,0.347,0.301,0.757
0.859,0.429,0.673,0.277,-0.765
0.341,0.647,0.995,0.779,0.762
0.231,0.801,0.251,0.672,-0.409
0.418,0.299,0.02,0.507,0.765
0.564,0.216,0.274,0.788,0.754
0.561,0.303,0.222,0.742,0.765
0.904,0.858,0.283,0.814,-0.457
0.429,0.661,0.622,0.871,0.749
0.313,0.196,0.724,0.909,0.762
0.949,0.644,0.475,0.731,-0.762
0.51,0.636,0.106,0.669,0.749
0.758,0.288,0.288,0.146,0.749
0.285,0.291,0.988,0.541,0.765
0.136,0.024,0.407,0.036,0.764
0.505,0.159,0.148,0.763,0.765
0.716,0.308,0.772,0.381,0.647
0.779,0.392,0.699,0.596,0.288
0.954,0.908,0.68,0.513,-0.765
0.838,0.222,0.882,0.679,-0.752
0.428,0.972,0.947,0.892,-0.762
0.232,0.303,0.325,0.449,0.753
0.674,0.388,0.213,0.746,0.758
0.416,0.476,0.025,0.663,0.765
0.388,0.129,0.841,0.611,0.76
0.792,0.285,0.057,0.084,-0.005
0.741,0.378,0.675,0.274,0.547
0.858,0.766,0.296,0.868,-0.477
0.242,0.521,0.811,0.087,0.765
0.841,0.689,0.927,0.819,-0.762
0.693,0.657,0.227,0.021,0.759
0.999,0.731,0.249,0.166,-0.406
0.96,0.943,0.578,0.106,-0.765
0.418,0.026,0.269,0.58,0.756
0.458,0.448,0.946,0.162,0.658
0.815,0.079,0.041,0.303,-0.297
0.841,0.184,0.994,0.504,-0.765
0.379,0.155,0.615,0.597,0.765
0.712,0.703,0.991,0.384,0.117
